,OFFENSE,NEIGHBORHOOD_CLUSTER,NBH_NAMES,COUNT,YEAR,TotalOffenseCount
402,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
403,BURGLARY,Cluster 3,Shaw,1,2021,524
404,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
405,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
406,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
407,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
408,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
409,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
410,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
411,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
412,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
413,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
414,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
415,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
416,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
417,ROBBERY,Cluster 18,Petworth,1,2021,775
418,BURGLARY,Cluster 25,Union Station,1,2021,524
419,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
420,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
421,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
422,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
423,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
424,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
425,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
426,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
427,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
428,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
429,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
430,BURGLARY,Cluster 18,Petworth,1,2021,524
431,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
432,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
433,BURGLARY,Cluster 18,Petworth,1,2021,524
434,ROBBERY,Cluster 18,Petworth,1,2021,775
435,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
436,BURGLARY,Cluster 18,Petworth,1,2021,524
437,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
438,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
439,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
440,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
441,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
442,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
443,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
444,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
445,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
446,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
447,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
448,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
449,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
450,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
451,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
452,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
453,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
454,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
455,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
456,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
457,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
458,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
459,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
460,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
461,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
462,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
463,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
464,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
465,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
466,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
467,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
468,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
469,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
470,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
471,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
472,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
473,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
474,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
475,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
476,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
477,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
478,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
479,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
480,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
481,ROBBERY,Cluster 25,Union Station,1,2021,775
482,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
483,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
484,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
485,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
486,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
487,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
488,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
489,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
490,ARSON,Cluster 28,Historic Anacostia,1,2021,1
491,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
492,ROBBERY,Cluster 25,Union Station,1,2021,775
493,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
494,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
495,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
496,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
497,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
498,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
499,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
500,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
501,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
502,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
503,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
504,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
505,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
506,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
507,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
508,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
509,ROBBERY,Cluster 25,Union Station,1,2021,775
510,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
511,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
512,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
513,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
514,BURGLARY,Cluster 18,Petworth,1,2021,524
515,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
516,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
517,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
518,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
519,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
520,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
521,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
522,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
523,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
524,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
525,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
526,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
527,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
528,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
529,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
530,BURGLARY,Cluster 18,Petworth,1,2021,524
531,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
532,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
533,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
534,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
535,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
536,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
537,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
538,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
539,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
540,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
541,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
542,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
543,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
544,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
545,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
546,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
547,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
548,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
549,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
550,BURGLARY,Cluster 18,Petworth,1,2021,524
551,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
552,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
553,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
554,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
555,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
556,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
557,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
558,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
559,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
560,BURGLARY,Cluster 25,Union Station,1,2021,524
561,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
562,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
563,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
564,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
565,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
566,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
567,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
568,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
569,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
570,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
571,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
572,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
573,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
574,ROBBERY,Cluster 25,Union Station,1,2021,775
575,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
576,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
577,ROBBERY,Cluster 27,Navy Yard,1,2021,775
578,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
579,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
580,ROBBERY,Cluster 25,Union Station,1,2021,775
581,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
582,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
583,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
584,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
585,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
586,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
587,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
588,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
589,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
590,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
591,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
592,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
593,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
594,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
595,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
596,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
597,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
598,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
599,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
600,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
601,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
602,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
603,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
604,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
605,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
606,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
607,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
608,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
609,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
610,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
611,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
612,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
613,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
614,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
615,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
616,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
617,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
618,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
619,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
620,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
621,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
622,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
623,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
624,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
625,BURGLARY,Cluster 3,Shaw,1,2021,524
626,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
627,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
628,ASSAULT W/DANGEROUS WEAPON,Cluster 6,Dupont Circle,1,2021,469
629,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
630,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
631,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
632,ROBBERY,Cluster 3,Shaw,1,2021,775
633,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
634,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
635,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
636,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
637,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
638,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
639,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
640,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
641,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
642,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
643,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
644,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
645,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
646,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
647,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
648,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
649,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
650,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
651,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
652,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
653,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
654,HOMICIDE,Cluster 7,Shaw,1,2021,47
655,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
656,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
657,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
658,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
659,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
660,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
661,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
662,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
663,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
664,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
665,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
666,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
667,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
668,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
669,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
670,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
671,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
672,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
673,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
674,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
675,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
676,BURGLARY,Cluster 25,Union Station,1,2021,524
677,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
678,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
679,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
680,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
681,ROBBERY,Cluster 7,Shaw,1,2021,775
682,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
683,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
684,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
685,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
686,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
687,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
688,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
689,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
690,ROBBERY,Cluster 28,Historic Anacostia,1,2021,775
691,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
692,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
693,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
694,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
695,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
696,BURGLARY,Cluster 25,Union Station,1,2021,524
697,ASSAULT W/DANGEROUS WEAPON,Cluster 3,Shaw,1,2021,469
698,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
699,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
700,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
701,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
702,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
703,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
704,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
705,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
706,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
707,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
708,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
709,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
710,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
711,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
712,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
713,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
714,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
715,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
716,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
717,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
718,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
719,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
720,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
721,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
722,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
723,ROBBERY,Cluster 18,Petworth,1,2021,775
724,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
725,ROBBERY,Cluster 18,Petworth,1,2021,775
726,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
727,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
728,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
729,BURGLARY,Cluster 25,Union Station,1,2021,524
730,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
731,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
732,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
733,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
734,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
735,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
736,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
737,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
738,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
739,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
740,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
741,BURGLARY,Cluster 25,Union Station,1,2021,524
742,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
743,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
744,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
745,ROBBERY,Cluster 3,Shaw,1,2021,775
746,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
747,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
748,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
749,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
750,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
751,ROBBERY,Cluster 3,Shaw,1,2021,775
752,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
753,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
754,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
755,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
756,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
757,BURGLARY,Cluster 25,Union Station,1,2021,524
758,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
759,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
760,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
761,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
762,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
763,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
764,ROBBERY,Cluster 18,Petworth,1,2021,775
765,ASSAULT W/DANGEROUS WEAPON,Cluster 6,Dupont Circle,1,2021,469
766,ROBBERY,Cluster 28,Historic Anacostia,1,2021,775
767,HOMICIDE,Cluster 3,Shaw,1,2021,47
768,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
769,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
770,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
771,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
772,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
773,ASSAULT W/DANGEROUS WEAPON,Cluster 3,Shaw,1,2021,469
774,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
775,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
776,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
777,BURGLARY,Cluster 25,Union Station,1,2021,524
778,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
779,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
780,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
781,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
782,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
783,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
784,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
785,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
786,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
787,ASSAULT W/DANGEROUS WEAPON,Cluster 3,Shaw,1,2021,469
788,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
789,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
790,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
791,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
792,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
793,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
794,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
795,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
796,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
797,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
798,ASSAULT W/DANGEROUS WEAPON,Cluster 3,Shaw,1,2021,469
799,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
800,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
801,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
802,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
803,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
804,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
805,BURGLARY,Cluster 18,Petworth,1,2021,524
806,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
807,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
808,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
